transaction_id,award_id_piid,parent_award_id,generated_award_id,modification_number,action_date,fiscal_year,action_type_code,action_type_description,transaction_description,transaction_obligated_amount,recipient_name_raw,recipient_uei,recipient_duns,parent_recipient_name,parent_recipient_uei,parent_recipient_duns,recipient_location_city,recipient_location_state,recipient_location_country,awarding_agency,awarding_subagency,awarding_office,funding_agency,funding_subagency,award_type_code,award_type_description,psc_code,psc_description,naics_code,naics_description,period_of_performance_start,period_of_performance_current_end,place_of_performance_city,place_of_performance_state,place_of_performance_country,current_award_amount,potential_award_amount,extent_competed,extent_competed_description,contract_pricing_type,contract_pricing_type_description,set_aside_type,set_aside_type_description,number_of_offers_received,award_detail_available
291805711,80GRC019F0049,NNC12BA01B,CONT_AWD_80GRC019F0049_8000_NNC12BA01B_8000,P00007,2019-12-23,2020,C,C,"GESS3, TASK 4, ENGINEERING LABOR FY19 Q3",0.0,VANTAGE PARTNERS LLC,JCJ1NTUH6VH3,829690713,"VANTAGE SYSTEMS, INC.",HJ1HKNWSY3R7,828923482,LANHAM,MD,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA GLENN RESEARCH CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,AR12,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",2019-03-21,2020-03-31,CLEVELAND,OH,UNITED STATES,14857775.03,14887625.0,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,U,COST PLUS FIXED FEE,,,,True
291805776,80GRC019F0141,NNC12BA01B,CONT_AWD_80GRC019F0141_8000_NNC12BA01B_8000,P00003,2019-12-23,2020,M,M,"GESS3, TASK 1 ADMIN, FY20.",0.0,VANTAGE PARTNERS LLC,JCJ1NTUH6VH3,829690713,"VANTAGE SYSTEMS, INC.",HJ1HKNWSY3R7,828923482,LANHAM,MD,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA GLENN RESEARCH CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,AR12,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",2019-10-01,2020-03-31,CLEVELAND,OH,UNITED STATES,700077.51,793423.0,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,U,COST PLUS FIXED FEE,,,,True
291805779,80GRC019F0144,NNC12BA01B,CONT_AWD_80GRC019F0144_8000_NNC12BA01B_8000,P00004,2019-12-23,2020,C,C,"FUNDING ORDER FOR GLENN ENGINEERING AND SCIENTIFIC SERVICES (GESS3), TASK 4 ENGINEERING LABOR, FY20",6399775.53,VANTAGE PARTNERS LLC,JCJ1NTUH6VH3,829690713,"VANTAGE SYSTEMS, INC.",HJ1HKNWSY3R7,828923482,LANHAM,MD,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA GLENN RESEARCH CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,AR12,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",2019-10-01,2020-03-31,CLEVELAND,OH,UNITED STATES,14659585.14,15050015.0,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,U,COST PLUS FIXED FEE,,,,True
291808342,80HQTR18F0302,80HQTR18A0020,CONT_AWD_80HQTR18F0302_8000_80HQTR18A0020_8000,P00011,2019-12-23,2020,C,C,SUPPORT FOR NASA'S HUMAN CAPITAL PROGRAM,300000.0,LOGISTICS MANAGEMENT INSTITUTE,XV6BLPWT44H7,,LOGISTICS MANAGEMENT INSTITUTE,XV6BLPWT44H7,,TYSONS,VA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA HEADQUARTERS,National Aeronautics and Space Administration,National Aeronautics and Space Administration,A,BPA CALL,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,2018-09-01,2020-08-31,MCLEAN,VA,UNITED STATES,4662615.0,4662615.0,A,FULL AND OPEN COMPETITION,Y,TIME AND MATERIALS,,,,True
291831485,80NSSC20P0284,,CONT_AWD_80NSSC20P0284_8000_-NONE-_-NONE-,P00001,2019-12-23,2020,M,M,THE MODAL SHOP ONGOING SUPPORT SERVICES,0.0,"THE MODAL SHOP, INC.",YBFSQYY4U3J4,624435491,MTS SYSTEMS CORPORATION,PVMFSLG6GFF7,6452312,CINCINNATI,OH,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,B,PURCHASE ORDER,D301,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,334513,"INSTRUMENTS AND RELATED PRODUCTS MANUFACTURING FOR MEASURING, DISPLAYING, AND CONTROLLING INDUSTRIAL PROCESS VARIABLES",2019-12-06,2021-12-11,CINCINNATI,OH,UNITED STATES,33362.7,33362.7,C,NOT COMPETED,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,1.0,True
291806919,80GSFC18C0116,,CONT_AWD_80GSFC18C0116_8000_-NONE-_-NONE-,P00010,2019-12-23,2020,C,C,"TO PROVIDE COMPREHENSIVE INDUSTRIAL HYGIENE AND RADIATION PROTECTION PROGRAM SERVICES FOR THE GODDARD SPACE FLIGHT CENTER (GSFC) AT THE GREENBELT, MARYLAND AND WALLOPS FLIGHT FACILITY (WFF), WALLOPS ISLAND, VA LOCATIONS.  RELATED SERVICES SHALL ALSO BE PROVIDED FOR NASA EMPLOYEES LOCATED AT THE GODDARD INSTITUTE FOR SPACE STUDIES (GISS) IN NEW YORK CITY, THE INDEPENDENT VALIDATION&VERIFICATION (IV&V) FACILITY IN FAIRMONT, WEST VIRGINIA, THE WHITE SANDS COMPLEX (WSC) IN LAS CRUCES, NEW MEXICO, COLUMBIA SCIENTIFIC BALLOON FACILITY IN PALESTINE, TEXAS, OPERATIONAL AREAS BELONGING TO PROJECTS/MISSIONS LOCATED AT OTHER ORGANIZATIONS/AGENCIES LOCATIONS, AND AT TEMPORARY JOB SITES.",106745.16,PEM-IEI JV LLP,XKRJA8LJ65P6,80202436,PEM-IEI JV LLP,XKRJA8LJ65P6,80202436,COLUMBUS,OH,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA GODDARD SPACE FLIGHT CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,D,DEFINITIVE CONTRACT,H199,QUALITY CONTROL- MISCELLANEOUS,541620,ENVIRONMENTAL CONSULTING SERVICES,2018-08-04,2021-08-03,GREENBELT,MD,UNITED STATES,3843793.92,3843793.92,B,NOT AVAILABLE FOR COMPETITION,J,FIRM FIXED PRICE,8AN,8(A) SOLE SOURCE,1.0,True
291814101,80LARC20F0022,NNL14AA40C,CONT_AWD_80LARC20F0022_8000_NNL14AA40C_8000,0,2019-12-23,2020,,,CONSTRUCTION MANAGEMENT SUPPORT HVAC CONTROLS,33798.0,"MISSION TECHNOLOGIES, INC",QN6YA3CMQK17,79190545,"MISSION TECHNOLOGIES, INC",QN6YA3CMQK17,79190545,CLEVELAND,OH,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA LANGLEY RESEARCH CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,2019-12-23,2021-04-30,HAMPTON,VA,UNITED STATES,33798.0,33798.0,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,U,COST PLUS FIXED FEE,,,,True
311371131,NNG12CR34C,,CONT_AWD_NNG12CR34C_8000_-NONE-_-NONE-,24,2019-12-23,2020,B,B,"MARS ORGANIC MOLECULE ANALYZER MASS SPECTROMETER (MOMA-MS) POWER SUPPLY (PS) MODULE, FILAMENT BIAS-HIGH VOLTAGE POWER SUPPLY (FB-HVPS) MODULE, CONTROL (CTL) MODULE AND RF ELECTRONICS.   THIS EFFORT IS FOR THE PRE-PDR AND PHASES B/C/D FOR THE MOMA-MS POWER SUPPLY MODULE (PS), THE FILAMENT BIAS-HIGH VOLTAGE POWER SUPPLY MODULE (FB-HVPS),  INSTRUMENT CONTROL MODULE (CTL),  AND RF ELECTRONICS. DURING PRE-PDR, THE CONTRACTOR SHALL SUPPORT FUNCTIONAL AND INTERFACE REQUIREMENTS DEFINITION, UPDATE MOMA-MS BLOCK DIAGRAM-LEVEL DESIGNS AND SUPPORTING ANALYSES FOR APPLICATION TO MOMA-MS, PERFORM FABRICATION TASKS, SUPPORT PREPARATIONS FOR SUB-SYSTEM PRELIMINARY DESIGN PEER REVIEWS IF NECESSARY, REPORT PROGRESS THROUGH PARTICIPATION IN WEEKLY MOMA-MS TELECONS, AND SUPPORT MOMA-MS PROGRAMMATIC AND TECHNICAL MEETINGS AND REVIEWS.  DURING PHASE B/C/D THE CONTRACTOR SHALL DEVELOP, MANUFACTURE, AND TEST THE PS, FB-HVPS,  CTL AND RF ELECTRONICS AND SUPPORT BOX-LEVEL INTEGRATION OF THESE MODULES INTO THE ENGINEERING TEST UNIT (ETU), ENGINEERING QUALIFICATION MODEL (EQM), FLIGHT MODEL (FM) AND TESTBED (TB) ELECTRONICS INTO THE MEB, SEB AND MS OF THE MOMA-MS INSTRUMENT.   IN ADDITION, IN PHASES B/C/D, THE CONTRACTOR SHALL UPDATE MOMA-MS BLOCK DIAGRAM-LEVEL DESIGNS AND SUPPORT ANALYSES FOR APPLICATION TO MOMA-MS, PERFORM FABRICATION TASKS, SUPPORT PREPARATIONS FOR SUB-SYSTEM CRITICAL DESIGN REVIEW, REPORT PROGRESS THROUGH PARTICIPATION IN WEEKLY MOMA-MS TELECONS, AND SUPPORT MOMA-MS PROGRAMMATIC AND TECHNICAL MEETINGS AND REVIEWS.",50000.0,REGENTS OF THE UNIVERSITY OF MICHIGAN,GNJ7BBP73WE9,,REGENTS OF THE UNIVERSITY OF MICHIGAN,GNJ7BBP73WE9,,ANN ARBOR,MI,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA GODDARD SPACE FLIGHT CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,D,DEFINITIVE CONTRACT,AD24,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",2012-06-18,2023-11-30,ANN ARBOR,MI,UNITED STATES,4596629.0,4596629.0,C,NOT COMPETED,S,COST NO FEE,,NO SET ASIDE USED.,1.0,True
291807032,80GSFC19C0060,,CONT_AWD_80GSFC19C0060_8000_-NONE-_-NONE-,P00013,2019-12-23,2020,M,M,"THE ETIS III CONTRACT WILL PROVIDE ENVIRONMENTAL TEST AND INTEGRATION RELATED SERVICES FOR NASA GSFC ENGINEERING AND TECHNOLOGY DIRECTORATE (ETD) MECHANICAL SYSTEMS DIVISION AND RELATED ORGANIZATIONS FOR THE FORMULATION, DESIGN, DEVELOPMENT, FABRICATION, INTEGRATION, TESTING, VERIFICATION, AND OPERATIONS OF SPACEFLIGHT AND GROUND SYSTEM HARDWARE AND SOFTWARE, INCLUDING DEVELOPMENT AND VALIDATION OF NEW TECHNOLOGIES TO ENABLE FUTURE SPACE AND SCIENCE MISSIONS.",0.0,ORBITAL SCIENCES LLC,C951ZMPKKWM4,,"VERITAS CAPITAL FUND MANAGEMENT, L.L.C.",QD34AGJ37D53,,HERNDON,VA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA GODDARD SPACE FLIGHT CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,D,DEFINITIVE CONTRACT,C223,ARCHITECT AND ENGINEERING- GENERAL: MECHANICAL SYSTEMS,541330,ENGINEERING SERVICES,2019-10-01,2026-09-30,GREENBELT,MD,UNITED STATES,341709065.86,369400000.0,A,FULL AND OPEN COMPETITION,R,COST PLUS AWARD FEE,,NO SET ASIDE USED.,5.0,True
291824934,80NSSC18P3278,,CONT_AWD_80NSSC18P3278_8000_-NONE-_-NONE-,P00002,2019-12-23,2020,M,M,OT THIS IS A PURCHASE ORDER FOR 20 DAYS OF GRANTA DATABASE MANAGEMENT SERVICES AND TRAINING.,0.0,GRANTA DESIGN LIMITED,NR23MDTJK2N9,230792830,ANSYS INC,TY4MJLKVJJ27,63747653,CAMBRIDGE,,UNITED KINGDOM,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,B,PURCHASE ORDER,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,511210,SOFTWARE PUBLISHERS,2018-08-27,2020-02-29,,,UNITED KINGDOM,39960.0,39960.0,F,COMPETED UNDER SAP,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,1.0,True
291808271,80HQTR18F0185,80HQTR18A0014,CONT_AWD_80HQTR18F0185_8000_80HQTR18A0014_8000,P00013,2019-12-23,2020,C,C,"COMPREHENSIVE FURNITURE MANAGEMENT SERVICES. THE CONTRACTOR SHALL FURNISH ALL LABOR, SUPERVISION, MATERIALS, SUPPLIES, TOOLS, EQUIPMENT AND EXPERTISE NECESSARY TO PERFORM THE INSTALLATION, RECONFIGURATION, DECONSTRUCTION AND REMOVAL OF FURNITURE, SYSTEMS FURNITURE AND DEMOUNTABLE WALL PRODUCTS.",386494.64,PRICE MODERN LLC,P4XNSMKPNGM5,,PRICE MODERN LLC,P4XNSMKPNGM5,,BALTIMORE,MD,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA HEADQUARTERS,National Aeronautics and Space Administration,National Aeronautics and Space Administration,A,BPA CALL,N071,INSTALLATION OF EQUIPMENT- FURNITURE,337214,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,2018-05-10,2023-10-26,WASHINGTON,DC,UNITED STATES,2759360.12,2759360.12,A,FULL AND OPEN COMPETITION,J,FIRM FIXED PRICE,,,,True
291805663,80GRC019C0013,,CONT_AWD_80GRC019C0013_8000_-NONE-_-NONE-,P00004,2019-12-23,2020,D,D,"HIGH CAPACITY 90 KELVIN CRYOCOOLER FOR THERMAL CONTROL OF SPACE-BASED CRYOGENIC SYSTEMS, CONCEPTUAL/PRELIMINARY DESIGN STUDY",0.0,NORTHROP GRUMMAN SYSTEMS CORPORATION,VSBAFMDKTWL4,8324949,NORTHROP GRUMMAN CORPORATION,NKVZLJL93QT6,967356127,REDONDO BEACH,CA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA GLENN RESEARCH CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,D,DEFINITIVE CONTRACT,AR11,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",2019-02-21,2020-01-31,REDONDO BEACH,CA,UNITED STATES,283502.0,283502.0,A,FULL AND OPEN COMPETITION,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,4.0,True
291829157,80NSSC20C0012,,CONT_AWD_80NSSC20C0012_8000_-NONE-_-NONE-,0,2019-12-23,2020,,,358241128,266968.0,"NEXOLVE HOLDING COMPANY, LLC",YEQZGZRT2L87,,"NEXOLVE HOLDING COMPANY, LLC",YEQZGZRT2L87,,HUNTSVILLE,AL,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,D,DEFINITIVE CONTRACT,AR11,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",2019-12-23,2021-03-31,HUNTSVILLE,AL,UNITED STATES,81923.0,348891.0,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,J,FIRM FIXED PRICE,SBA,SMALL BUSINESS SET ASIDE - TOTAL,500.0,True
311369078,NNG10XA01C,,CONT_AWD_NNG10XA01C_8000_-NONE-_-NONE-,117,2019-12-23,2020,C,C,ENGINEERING SERVICES AND DEVELOPMENT LEADING TO THE DELIVERY OF THE OMPS PROTOFLIGHT MODEL AND SUPPORT.,21326000.0,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,C8ZLJ61YJ528,,BALL CORPORATION,UVUTB62B9AV3,,BOULDER,CO,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA GODDARD SPACE FLIGHT CENTER,Department of Commerce,National Oceanic and Atmospheric Administration,D,DEFINITIVE CONTRACT,1820,SPACE VEHICLE COMPONENTS,334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",2010-09-10,2029-11-10,BOULDER,CO,UNITED STATES,482892042.65,524610028.0,C,NOT COMPETED,R,COST PLUS AWARD FEE,,NO SET ASIDE USED.,1.0,True
311432001,NNM15AA18C,,CONT_AWD_NNM15AA18C_8000_-NONE-_-NONE-,34,2019-12-23,2020,C,C,IMAGING X-RAY POLARIMETRY EXPLORER (IXPE) PHASE A,6000000.0,BAE SYSTEMS SPACE & MISSION SYSTEMS INC.,C8ZLJ61YJ528,,BALL CORPORATION,UVUTB62B9AV3,,BROOMFIELD,CO,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA MARSHALL SPACE FLIGHT CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,D,DEFINITIVE CONTRACT,AR12,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",2015-10-01,2027-01-31,BOULDER,CO,UNITED STATES,117747491.94,118319721.0,C,NOT COMPETED,U,COST PLUS FIXED FEE,,NO SET ASIDE USED.,1.0,True
291808617,80HQTR20F0029,GS00F144CA,CONT_AWD_80HQTR20F0029_8000_GS00F144CA_4732,0,2019-12-23,2020,,,NASA ANNUAL FINANCIAL STATEMENT AUDIT (NAFSA),150000.0,SIKICH CPA LLC,QKVWLDNE82D4,101919660,SIKICH CPA LLC,QKVWLDNE82D4,101919660,ALEXANDRIA,VA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA HEADQUARTERS,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,R499,SUPPORT- PROFESSIONAL: OTHER,541211,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,2020-01-01,2021-03-01,ALEXANDRIA,VA,UNITED STATES,0.0,0.0,A,FULL AND OPEN COMPETITION,J,FIRM FIXED PRICE,,,3.0,True
291852440,80SSC019F0016,80SSC018D0005,CONT_AWD_80SSC019F0016_8000_80SSC018D0005_8000,P00008,2019-12-23,2020,B,B,"B2 TEST STAND RENOVATIONS. EXPLORATION UPPER STAGE (EUS) PLATFORM/DIFFUSER SUPPORT AT STENNIS SPACE CENTER, MS.",0.0,"HEALTHEON, INC",YNMQH3WNRBN5,,"HEALTHEON, INC",YNMQH3WNRBN5,,NEW ORLEANS,LA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA STENNIS SPACE CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,Y1JZ,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,236210,INDUSTRIAL BUILDING CONSTRUCTION,2019-02-27,2020-01-12,STENNIS SPACE CENTER,MS,UNITED STATES,5306464.03,5306464.03,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,J,FIRM FIXED PRICE,,,2.0,True
311446626,NNX17CM09C,,CONT_AWD_NNX17CM09C_8000_-NONE-_-NONE-,3,2019-12-23,2020,M,M,EXTENSION,0.0,ADVANCED COOLING TECHNOLOGIES INC,Z8KVZV3DR7J4,,ADVANCED COOLING TECHNOLOGIES INC,Z8KVZV3DR7J4,,LANCASTER,PA,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,D,DEFINITIVE CONTRACT,AR11,R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH),541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",2017-05-05,2021-06-20,LANCASTER,PA,UNITED STATES,1124799.0,1124799.0,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,J,FIRM FIXED PRICE,SBA,SMALL BUSINESS SET ASIDE - TOTAL,500.0,True
311376954,NNG15HZ37C,,CONT_AWD_NNG15HZ37C_8000_-NONE-_-NONE-,73,2019-12-23,2020,C,C,"GGSG3 SUPPORT SERVICES CONTRACT.  UNDER THIS CONTRACT, THE CONTRACTOR SHALL PROVIDE SUPPORT TO A WIDE ARRAY GEODYNAMIC, GEOMAGENTIC, GEOPHYSICAL, AND ATMOSPHERIC INVESTIGATIONS OF SOLAR SYSTEM BODIES SUCH AS THE EARTH, VENUS, MARS, AND MERCURY.  AMONG THE REQUIREMENTS FOR THESE INVESTIGATIONS ARE INSTRUMENT DEVELOPMENT, SOFTWARE DEVELOPMENT AND MAINTENANCE, DATA ARCHIVING AND DISSEMINATION SCIENTIFIC DATA ANALYSIS, MODELING AND INTERPRETATION, REPORTS AND PRESENTATION OF SCIENTIFIC RESULTS PUBLIC OUTREACH AND EDUCATION, AND ASSOCIATED TECHNICAL AND ADMINISTRATIVE WORK.",1897848.49,"KBR WYLE SERVICES, LLC",HYBLSJAMM2F4,,"KBR, INC.",TGPKTMN8YL31,,GREENBELT,MD,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA GODDARD SPACE FLIGHT CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,D,DEFINITIVE CONTRACT,AJ11,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (BASIC RESEARCH),541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",2015-08-01,2020-07-31,GREENBELT,MD,UNITED STATES,102314031.14,114400049.0,A,FULL AND OPEN COMPETITION,U,COST PLUS FIXED FEE,,NO SET ASIDE USED.,1.0,True
311377854,NNG15WN13P,,CONT_AWD_NNG15WN13P_8000_-NONE-_-NONE-,15,2019-12-23,2020,B,B,PURCHASE AND INSTALL NP2000 PROPELLER SYSTEM FOR P-3 ORION AIRCRAFT.,0.0,HAMILTON SUNDSTRAND CORPORATION,JC42EBJ5NFJ1,,RTX CORP,PPLZG8J3N9D4,,WINDSOR LOCKS,CT,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA GODDARD SPACE FLIGHT CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,B,PURCHASE ORDER,1610,AIRCRAFT PROPELLERS AND COMPONENTS,334220,RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,2015-01-28,2020-01-27,WINDSOR LOCKS,CT,UNITED STATES,5082882.84,5082882.84,G,NOT COMPETED UNDER SAP,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,1.0,True
291808165,80HQTR18C0032,,CONT_AWD_80HQTR18C0032_8000_-NONE-_-NONE-,P00006,2019-12-23,2020,D,D,THE TECHSHOT FABLAB IS A TWO-PART SYSTEM THAT WILL OCCUPY THE UPPER AND LOWER HALVES OF A FULL EXPRESS RACK ON THE INTERNATIONAL SPACE STATION (ISS).,0.0,"REDWIRE SPACE TECHNOLOGIES, INC.",EYSXHJ3R7S53,,"REDWIRE SPACE TECHNOLOGIES, INC.",EYSXHJ3R7S53,,GREENVILLE,IN,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA HEADQUARTERS,National Aeronautics and Space Administration,National Aeronautics and Space Administration,D,DEFINITIVE CONTRACT,AJ14,R&D- GENERAL SCIENCE/TECHNOLOGY: PHYSICAL SCIENCES (ENGINEERING DEVELOPMENT),541330,ENGINEERING SERVICES,2018-06-29,2020-06-29,GREENVILLE,IN,UNITED STATES,4935458.0,4935458.0,A,FULL AND OPEN COMPETITION,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,16.0,True
291827393,80NSSC19P0110,,CONT_AWD_80NSSC19P0110_8000_-NONE-_-NONE-,P00003,2019-12-23,2020,M,M,ADD GOVT CLAUSES,0.0,"L3 TECHNOLOGIES, INC.",FRJQGQHDX4J3,8983355,"L3HARRIS TECHNOLOGIES, INC",SJULQDJ8NZU7,4203337,SALT LAKE CITY,UT,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA SHARED SERVICES CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,B,PURCHASE ORDER,1680,MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS,334519,OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING,2018-11-06,2020-01-17,SALT LAKE CITY,UT,UNITED STATES,198993.0,198993.0,C,NOT COMPETED,J,FIRM FIXED PRICE,,NO SET ASIDE USED.,1.0,True
291807109,80GSFC19F0125,80JSC018D0002,CONT_AWD_80GSFC19F0125_8000_80JSC018D0002_8000,P00003,2019-12-23,2020,M,M,"AIRCRAFT MAINTENANCE, LOGISTICS, INTEGRATION, CONFIGURATION MANAGEMENT AND ENGINEERING (ALICE).  CONTRACTOR TO PROVIDE AIRCRAFT MAINTENANCE, LOGISTICS, ENGINEERING, PROJECT MANAGEMENT AND OPERATIONAL SUPPORT.  ALSO AIRFIELD SUPPORT.",0.0,YULISTA TACTICAL SERVICES LLC,E3PXRWGLJ1H9,,YULISTA TACTICAL SERVICES LLC,E3PXRWGLJ1H9,,HUNTSVILLE,AL,UNITED STATES,National Aeronautics and Space Administration,National Aeronautics and Space Administration,NASA GODDARD SPACE FLIGHT CENTER,National Aeronautics and Space Administration,National Aeronautics and Space Administration,C,DELIVERY ORDER,J016,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,488190,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,2019-09-26,2020-09-30,WALLOPS ISLAND,VA,UNITED STATES,5156490.41,6391057.13,D,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,U,COST PLUS FIXED FEE,,,,True
